,Image_Folder,Type
168,augmented_final/16606.png,Mines
169,augmented_final/16607.png,Mines
170,augmented_final/16608.png,Mines
171,augmented_final/16609.png,Mines
172,augmented_final/16610.png,Mines
173,augmented_final/16611.png,Mines
174,augmented_final/16612.png,Mines
175,augmented_final/16613.png,Mines
176,augmented_final/16614.png,Mines
177,augmented_final/16615.png,Mines
178,augmented_final/16616.png,Mines
179,augmented_final/16617.png,Mines
180,augmented_final/16618.png,Mines
181,augmented_final/16619.png,Mines
182,augmented_final/16620.png,Mines
183,augmented_final/16621.png,Mines
184,augmented_final/16622.png,Mines
185,augmented_final/16623.png,Mines
186,augmented_final/16624.png,Mines
187,augmented_final/16625.png,Mines
188,augmented_final/16626.png,Mines
189,augmented_final/16627.png,Mines
190,augmented_final/16628.png,Mines
191,augmented_final/16629.png,Mines
192,augmented_final/16630.png,Mines
193,augmented_final/16631.png,Mines
194,augmented_final/16632.png,Mines
195,augmented_final/16633.png,Mines
196,augmented_final/16634.png,Mines
197,augmented_final/16635.png,Mines
198,augmented_final/16636.png,Mines
199,augmented_final/16637.png,Mines
200,augmented_final/16638.png,Mines
201,augmented_final/16639.png,Mines
202,augmented_final/16640.png,Mines
203,augmented_final/16641.png,Mines
204,augmented_final/16642.png,Mines
205,augmented_final/16643.png,Mines
206,augmented_final/16644.png,Mines
207,augmented_final/16645.png,Mines
208,augmented_final/16646.png,Mines
209,augmented_final/16647.png,Mines
210,augmented_final/16648.png,Mines
211,augmented_final/16649.png,Mines
212,augmented_final/16650.png,Mines
213,augmented_final/16651.png,Mines
214,augmented_final/16652.png,Mines
215,augmented_final/16653.png,Mines
216,augmented_final/16654.png,Mines
217,augmented_final/16655.png,Mines
218,augmented_final/16656.png,Mines
219,augmented_final/16657.png,Mines
220,augmented_final/16658.png,Mines
221,augmented_final/16659.png,Mines
222,augmented_final/16660.png,Mines
223,augmented_final/16661.png,Mines
224,augmented_final/16662.png,Mines
225,augmented_final/16663.png,Mines
226,augmented_final/16664.png,Mines
227,augmented_final/16665.png,Mines
228,augmented_final/16666.png,Mines
229,augmented_final/16667.png,Mines
230,augmented_final/16668.png,Mines
231,augmented_final/16669.png,Mines
232,augmented_final/16670.png,Mines
233,augmented_final/16671.png,Mines
234,augmented_final/16672.png,Mines
235,augmented_final/16673.png,Mines
236,augmented_final/16674.png,Mines
237,augmented_final/16675.png,Mines
238,augmented_final/16676.png,Mines
239,augmented_final/16677.png,Mines
240,augmented_final/16678.png,Mines
241,augmented_final/16679.png,Mines
242,augmented_final/16680.png,Mines
243,augmented_final/16681.png,Mines
244,augmented_final/16682.png,Mines
245,augmented_final/16683.png,Mines
246,augmented_final/16684.png,Mines
247,augmented_final/16685.png,Mines
248,augmented_final/16686.png,Mines
249,augmented_final/16687.png,Mines
250,augmented_final/16688.png,Mines
251,augmented_final/16689.png,Mines
252,augmented_final/16690.png,Mines
253,augmented_final/16691.png,Mines
254,augmented_final/16692.png,Mines
255,augmented_final/16693.png,Mines
256,augmented_final/16694.png,Mines
257,augmented_final/16695.png,Mines
258,augmented_final/16696.png,Mines
259,augmented_final/16697.png,Mines
260,augmented_final/16698.png,Mines
261,augmented_final/16699.png,Mines
262,augmented_final/16700.png,Mines
263,augmented_final/16701.png,Mines
264,augmented_final/16702.png,Mines
265,augmented_final/16703.png,Mines
266,augmented_final/16704.png,Mines
267,augmented_final/16705.png,Mines
268,augmented_final/16706.png,Mines
269,augmented_final/16707.png,Mines
270,augmented_final/16708.png,Mines
271,augmented_final/16709.png,Mines
272,augmented_final/16710.png,Mines
273,augmented_final/16711.png,Mines
274,augmented_final/16712.png,Mines
275,augmented_final/16713.png,Mines
276,augmented_final/16714.png,Mines
277,augmented_final/16715.png,Mines
278,augmented_final/16716.png,Mines
279,augmented_final/16717.png,Mines
280,augmented_final/16718.png,Mines
281,augmented_final/16719.png,Mines
282,augmented_final/16720.png,Mines
283,augmented_final/16721.png,Mines
284,augmented_final/16722.png,Mines
285,augmented_final/16723.png,Mines
286,augmented_final/16724.png,Mines
287,augmented_final/16725.png,Mines
288,augmented_final/16726.png,Mines
289,augmented_final/16727.png,Mines
290,augmented_final/16728.png,Mines
291,augmented_final/16729.png,Mines
292,augmented_final/16730.png,Mines
293,augmented_final/16731.png,Mines
294,augmented_final/16732.png,Mines
295,augmented_final/16733.png,Mines
296,augmented_final/16734.png,Mines
297,augmented_final/16735.png,Mines
298,augmented_final/16736.png,Mines
299,augmented_final/16737.png,Mines
300,augmented_final/16738.png,Mines
301,augmented_final/16739.png,Mines
302,augmented_final/16740.png,Mines
303,augmented_final/16741.png,Mines
304,augmented_final/16742.png,Mines
305,augmented_final/16743.png,Mines
306,augmented_final/16744.png,Mines
307,augmented_final/16745.png,Mines
308,augmented_final/16746.png,Mines
309,augmented_final/16747.png,Mines
310,augmented_final/16748.png,Mines
311,augmented_final/16749.png,Mines
312,augmented_final/16750.png,Mines
313,augmented_final/16751.png,Mines
314,augmented_final/16752.png,Mines
315,augmented_final/16753.png,Mines
316,augmented_final/16754.png,Mines
317,augmented_final/16755.png,Mines
318,augmented_final/16756.png,Mines
319,augmented_final/16757.png,Mines
320,augmented_final/16758.png,Mines
321,augmented_final/16759.png,Mines
322,augmented_final/16760.png,Mines
323,augmented_final/16761.png,Mines
324,augmented_final/16762.png,Mines
325,augmented_final/16763.png,Mines
326,augmented_final/16764.png,Mines
327,augmented_final/16765.png,Mines
328,augmented_final/16766.png,Mines
329,augmented_final/16767.png,Mines
330,augmented_final/16768.png,Mines
331,augmented_final/16769.png,Mines
332,augmented_final/16770.png,Mines
333,augmented_final/16771.png,Mines
334,augmented_final/16772.png,Mines
335,augmented_final/16773.png,Mines
336,augmented_final/16774.png,Mines
337,augmented_final/16775.png,Mines
338,augmented_final/16776.png,Mines
339,augmented_final/16777.png,Mines
340,augmented_final/16778.png,Mines
341,augmented_final/16779.png,Mines
342,augmented_final/16780.png,Mines
343,augmented_final/16781.png,Mines
344,augmented_final/16782.png,Mines
345,augmented_final/16783.png,Mines
346,augmented_final/16784.png,Mines
347,augmented_final/16785.png,Mines
348,augmented_final/16786.png,Mines
349,augmented_final/16787.png,Mines
350,augmented_final/16788.png,Mines
351,augmented_final/16789.png,Mines
352,augmented_final/16790.png,Mines
353,augmented_final/16791.png,Mines
354,augmented_final/16792.png,Mines
355,augmented_final/16793.png,Mines
356,augmented_final/16794.png,Mines
357,augmented_final/16795.png,Mines
358,augmented_final/16796.png,Mines
359,augmented_final/16797.png,Mines
360,augmented_final/16798.png,Mines
361,augmented_final/16799.png,Mines
362,augmented_final/16800.png,Mines
363,augmented_final/16801.png,Mines
364,augmented_final/16802.png,Mines
365,augmented_final/16803.png,Mines
366,augmented_final/16804.png,Mines
367,augmented_final/16805.png,Mines
368,augmented_final/16806.png,Mines
369,augmented_final/16807.png,Mines
370,augmented_final/16808.png,Mines
371,augmented_final/16809.png,Mines
372,augmented_final/16810.png,Mines
373,augmented_final/16811.png,Mines
374,augmented_final/16812.png,Mines
375,augmented_final/16813.png,Mines
376,augmented_final/16814.png,Mines
377,augmented_final/16815.png,Mines
378,augmented_final/16816.png,Mines
379,augmented_final/16817.png,Mines
380,augmented_final/16818.png,Mines
381,augmented_final/16819.png,Mines
382,augmented_final/16820.png,Mines
383,augmented_final/16821.png,Mines
384,augmented_final/16822.png,Mines
385,augmented_final/16823.png,Mines
386,augmented_final/16824.png,Mines
387,augmented_final/16825.png,Mines
388,augmented_final/16826.png,Mines
389,augmented_final/16827.png,Mines
390,augmented_final/16828.png,Mines
391,augmented_final/16829.png,Mines
392,augmented_final/16830.png,Mines
393,augmented_final/16831.png,Mines
394,augmented_final/16832.png,Mines
395,augmented_final/16833.png,Mines
396,augmented_final/16834.png,Mines
397,augmented_final/16835.png,Mines
398,augmented_final/16836.png,Mines
399,augmented_final/16837.png,Mines
400,augmented_final/16838.png,Mines
401,augmented_final/16839.png,Mines
402,augmented_final/16840.png,Mines
403,augmented_final/16841.png,Mines
404,augmented_final/16842.png,Mines
405,augmented_final/16843.png,Mines
406,augmented_final/16844.png,Mines
407,augmented_final/16845.png,Mines
408,augmented_final/16846.png,Mines
409,augmented_final/16847.png,Mines
410,augmented_final/16848.png,Mines
411,augmented_final/16849.png,Mines
412,augmented_final/16850.png,Mines
413,augmented_final/16851.png,Mines
414,augmented_final/16852.png,Mines
415,augmented_final/16853.png,Mines
416,augmented_final/16854.png,Mines
417,augmented_final/16855.png,Mines
418,augmented_final/16856.png,Mines
419,augmented_final/16857.png,Mines
420,augmented_final/16858.png,Mines
421,augmented_final/16859.png,Mines
422,augmented_final/16860.png,Mines
423,augmented_final/16861.png,Mines
424,augmented_final/16862.png,Mines
425,augmented_final/16863.png,Mines
426,augmented_final/16864.png,Mines
427,augmented_final/16865.png,Mines
428,augmented_final/16866.png,Mines
429,augmented_final/16867.png,Mines
430,augmented_final/16868.png,Mines
431,augmented_final/16869.png,Mines
432,augmented_final/16870.png,Mines
433,augmented_final/16871.png,Mines
434,augmented_final/16872.png,Mines
435,augmented_final/16873.png,Mines
436,augmented_final/16874.png,Mines
437,augmented_final/16875.png,Mines
438,augmented_final/16876.png,Mines
439,augmented_final/16877.png,Mines
440,augmented_final/16878.png,Mines
441,augmented_final/16879.png,Mines
442,augmented_final/16880.png,Mines
443,augmented_final/16881.png,Mines
444,augmented_final/16882.png,Mines
445,augmented_final/16883.png,Mines
446,augmented_final/16884.png,Mines
447,augmented_final/16885.png,Mines
448,augmented_final/16886.png,Mines
449,augmented_final/16887.png,Mines
450,augmented_final/16888.png,Mines
451,augmented_final/16889.png,Mines
452,augmented_final/16890.png,Mines
453,augmented_final/16891.png,Mines
454,augmented_final/16892.png,Mines
455,augmented_final/16893.png,Mines
456,augmented_final/16894.png,Mines
457,augmented_final/16895.png,Mines
458,augmented_final/16896.png,Mines
459,augmented_final/16897.png,Mines
460,augmented_final/16898.png,Mines
461,augmented_final/16899.png,Mines
462,augmented_final/16900.png,Mines
463,augmented_final/16901.png,Mines
464,augmented_final/16902.png,Mines
465,augmented_final/16903.png,Mines
466,augmented_final/16904.png,Mines
467,augmented_final/16905.png,Mines
468,augmented_final/16906.png,Mines
469,augmented_final/16907.png,Mines
470,augmented_final/16908.png,Mines
471,augmented_final/16909.png,Mines
472,augmented_final/16910.png,Mines
473,augmented_final/16911.png,Mines
474,augmented_final/16912.png,Mines
475,augmented_final/16913.png,Mines
476,augmented_final/16914.png,Mines
477,augmented_final/16915.png,Mines
478,augmented_final/16916.png,Mines
479,augmented_final/16917.png,Mines
480,augmented_final/16918.png,Mines
481,augmented_final/16919.png,Mines
482,augmented_final/16920.png,Mines
483,augmented_final/16921.png,Mines
484,augmented_final/16922.png,Mines
485,augmented_final/16923.png,Mines
486,augmented_final/16924.png,Mines
487,augmented_final/16925.png,Mines
488,augmented_final/16926.png,Mines
489,augmented_final/16927.png,Mines
490,augmented_final/16928.png,Mines
491,augmented_final/16929.png,Mines
492,augmented_final/16930.png,Mines
493,augmented_final/16931.png,Mines
494,augmented_final/16932.png,Mines
495,augmented_final/16933.png,Mines
496,augmented_final/16934.png,Mines
497,augmented_final/16935.png,Mines
498,augmented_final/16936.png,Mines
499,augmented_final/16937.png,Mines
500,augmented_final/16938.png,Mines
501,augmented_final/16939.png,Mines
502,augmented_final/16940.png,Mines
503,augmented_final/16941.png,Mines
504,augmented_final/16942.png,Mines
505,augmented_final/16943.png,Mines
506,augmented_final/16944.png,Mines
507,augmented_final/16945.png,Mines
508,augmented_final/16946.png,Mines
509,augmented_final/16947.png,Mines
510,augmented_final/16948.png,Mines
511,augmented_final/16949.png,Mines
512,augmented_final/16950.png,Mines
513,augmented_final/16951.png,Mines
514,augmented_final/16952.png,Mines
515,augmented_final/16953.png,Mines
516,augmented_final/16954.png,Mines
517,augmented_final/16955.png,Mines
518,augmented_final/16956.png,Mines
519,augmented_final/16957.png,Mines
520,augmented_final/16958.png,Mines
521,augmented_final/16959.png,Mines
522,augmented_final/16960.png,Mines
523,augmented_final/16961.png,Mines
524,augmented_final/16962.png,Mines
525,augmented_final/16963.png,Mines
526,augmented_final/16964.png,Mines
527,augmented_final/16965.png,Mines
528,augmented_final/16966.png,Mines
529,augmented_final/16967.png,Mines
530,augmented_final/16968.png,Mines
531,augmented_final/16969.png,Mines
532,augmented_final/16970.png,Mines
533,augmented_final/16971.png,Mines
534,augmented_final/16972.png,Mines
535,augmented_final/16973.png,Mines
536,augmented_final/16974.png,Mines
537,augmented_final/16975.png,Mines
538,augmented_final/16976.png,Mines
539,augmented_final/16977.png,Mines
540,augmented_final/16978.png,Mines
541,augmented_final/16979.png,Mines
542,augmented_final/16980.png,Mines
543,augmented_final/16981.png,Mines
544,augmented_final/16982.png,Mines
545,augmented_final/16983.png,Mines
546,augmented_final/16984.png,Mines
547,augmented_final/16985.png,Mines
548,augmented_final/16986.png,Mines
549,augmented_final/16987.png,Mines
550,augmented_final/16988.png,Mines
551,augmented_final/16989.png,Mines
552,augmented_final/16990.png,Mines
553,augmented_final/16991.png,Mines
554,augmented_final/16992.png,Mines
555,augmented_final/16993.png,Mines
556,augmented_final/16994.png,Mines
557,augmented_final/16995.png,Mines
558,augmented_final/16996.png,Mines
559,augmented_final/16997.png,Mines
560,augmented_final/16998.png,Mines
561,augmented_final/16999.png,Mines
562,augmented_final/17000.png,Mines
563,augmented_final/17001.png,Mines
564,augmented_final/17002.png,Mines
565,augmented_final/17003.png,Mines
566,augmented_final/17004.png,Mines
567,augmented_final/17005.png,Mines
568,augmented_final/17006.png,Mines
569,augmented_final/17007.png,Mines
570,augmented_final/17008.png,Mines
571,augmented_final/17009.png,Mines
572,augmented_final/17010.png,Mines
573,augmented_final/17011.png,Mines
574,augmented_final/17012.png,Mines
575,augmented_final/17013.png,Mines
576,augmented_final/17014.png,Mines
577,augmented_final/17015.png,Mines
578,augmented_final/17016.png,Mines
579,augmented_final/17017.png,Mines
580,augmented_final/17018.png,Mines
581,augmented_final/17019.png,Mines
582,augmented_final/17020.png,Mines
583,augmented_final/17021.png,Mines
584,augmented_final/17022.png,Mines
585,augmented_final/17023.png,Mines
586,augmented_final/17024.png,Mines
587,augmented_final/17025.png,Mines
588,augmented_final/17026.png,Mines
589,augmented_final/17027.png,Mines
590,augmented_final/17028.png,Mines
591,augmented_final/17029.png,Mines
592,augmented_final/17030.png,Mines
593,augmented_final/17031.png,Mines
594,augmented_final/17032.png,Mines
595,augmented_final/17033.png,Mines
596,augmented_final/17034.png,Mines
597,augmented_final/17035.png,Mines
598,augmented_final/17036.png,Mines
599,augmented_final/17037.png,Mines
600,augmented_final/17038.png,Mines
601,augmented_final/17039.png,Mines
602,augmented_final/17040.png,Mines
603,augmented_final/17041.png,Mines
604,augmented_final/17042.png,Mines
605,augmented_final/17043.png,Mines
606,augmented_final/17044.png,Mines
607,augmented_final/17045.png,Mines
608,augmented_final/17046.png,Mines
609,augmented_final/17047.png,Mines
610,augmented_final/17048.png,Mines
611,augmented_final/17049.png,Mines
612,augmented_final/17050.png,Mines
613,augmented_final/17051.png,Mines
614,augmented_final/17052.png,Mines
615,augmented_final/17053.png,Mines
616,augmented_final/17054.png,Mines
617,augmented_final/17055.png,Mines
618,augmented_final/17056.png,Mines
619,augmented_final/17057.png,Mines
620,augmented_final/17058.png,Mines
621,augmented_final/17059.png,Mines
622,augmented_final/17060.png,Mines
623,augmented_final/17061.png,Mines
624,augmented_final/17062.png,Mines
625,augmented_final/17063.png,Mines
626,augmented_final/17064.png,Mines
627,augmented_final/17065.png,Mines
628,augmented_final/17066.png,Mines
629,augmented_final/17067.png,Mines
630,augmented_final/17068.png,Mines
631,augmented_final/17069.png,Mines
632,augmented_final/17070.png,Mines
633,augmented_final/17071.png,Mines
634,augmented_final/17072.png,Mines
635,augmented_final/17073.png,Mines
636,augmented_final/17074.png,Mines
637,augmented_final/17075.png,Mines
638,augmented_final/17076.png,Mines
639,augmented_final/17077.png,Mines
640,augmented_final/17078.png,Mines
641,augmented_final/17079.png,Mines
642,augmented_final/17080.png,Mines
643,augmented_final/17081.png,Mines
644,augmented_final/17082.png,Mines
645,augmented_final/17083.png,Mines
646,augmented_final/17084.png,Mines
647,augmented_final/17085.png,Mines
648,augmented_final/17086.png,Mines
649,augmented_final/17087.png,Mines
650,augmented_final/17088.png,Mines
651,augmented_final/17089.png,Mines
652,augmented_final/17090.png,Mines
653,augmented_final/17091.png,Mines
654,augmented_final/17092.png,Mines
655,augmented_final/17093.png,Mines
656,augmented_final/17094.png,Mines
657,augmented_final/17095.png,Mines
658,augmented_final/17096.png,Mines
659,augmented_final/17097.png,Mines
660,augmented_final/17098.png,Mines
661,augmented_final/17099.png,Mines
662,augmented_final/17100.png,Mines
663,augmented_final/17101.png,Mines
664,augmented_final/17102.png,Mines
665,augmented_final/17103.png,Mines
666,augmented_final/17104.png,Mines
667,augmented_final/17105.png,Mines
668,augmented_final/17106.png,Mines
669,augmented_final/17107.png,Mines
670,augmented_final/17108.png,Mines
671,augmented_final/17109.png,Mines
672,augmented_final/17110.png,Mines
673,augmented_final/17111.png,Mines
674,augmented_final/17112.png,Mines
675,augmented_final/17113.png,Mines
676,augmented_final/17114.png,Mines
677,augmented_final/17115.png,Mines
678,augmented_final/17116.png,Mines
679,augmented_final/17117.png,Mines
680,augmented_final/17118.png,Mines
681,augmented_final/17119.png,Mines
682,augmented_final/17120.png,Mines
683,augmented_final/17121.png,Mines
684,augmented_final/17122.png,Mines
685,augmented_final/17123.png,Mines
686,augmented_final/17124.png,Mines
687,augmented_final/17125.png,Mines
688,augmented_final/17126.png,Mines
689,augmented_final/17127.png,Mines
690,augmented_final/17128.png,Mines
691,augmented_final/17129.png,Mines
692,augmented_final/17130.png,Mines
693,augmented_final/17131.png,Mines
694,augmented_final/17132.png,Mines
695,augmented_final/17133.png,Mines
696,augmented_final/17134.png,Mines
697,augmented_final/17135.png,Mines
698,augmented_final/17136.png,Mines
699,augmented_final/17137.png,Mines
700,augmented_final/17138.png,Mines
701,augmented_final/17139.png,Mines
702,augmented_final/17140.png,Mines
703,augmented_final/17141.png,Mines
704,augmented_final/17142.png,Mines
705,augmented_final/17143.png,Mines
706,augmented_final/17144.png,Mines
707,augmented_final/17145.png,Mines
708,augmented_final/17146.png,Mines
709,augmented_final/17147.png,Mines
710,augmented_final/17148.png,Mines
711,augmented_final/17149.png,Mines
712,augmented_final/17150.png,Mines
713,augmented_final/17151.png,Mines
714,augmented_final/17152.png,Mines
715,augmented_final/17153.png,Mines
716,augmented_final/17154.png,Mines
717,augmented_final/17155.png,Mines
718,augmented_final/17156.png,Mines
719,augmented_final/17157.png,Mines
720,augmented_final/17158.png,Mines
721,augmented_final/17159.png,Mines
722,augmented_final/17160.png,Mines
723,augmented_final/17161.png,Mines
724,augmented_final/17162.png,Mines
725,augmented_final/17163.png,Mines
726,augmented_final/17164.png,Mines
727,augmented_final/17165.png,Mines
728,augmented_final/17166.png,Mines
729,augmented_final/17167.png,Mines
730,augmented_final/17168.png,Mines
731,augmented_final/17169.png,Mines
732,augmented_final/17170.png,Mines
733,augmented_final/17171.png,Mines
734,augmented_final/17172.png,Mines
735,augmented_final/17173.png,Mines
736,augmented_final/17174.png,Mines
737,augmented_final/17175.png,Mines
738,augmented_final/17176.png,Mines
739,augmented_final/17177.png,Mines
740,augmented_final/17178.png,Mines
741,augmented_final/17179.png,Mines
742,augmented_final/17180.png,Mines
743,augmented_final/17181.png,Mines
744,augmented_final/17182.png,Mines
745,augmented_final/17183.png,Mines
746,augmented_final/17184.png,Mines
747,augmented_final/17185.png,Mines
748,augmented_final/17186.png,Mines
749,augmented_final/17187.png,Mines
750,augmented_final/17188.png,Mines
751,augmented_final/17189.png,Mines
752,augmented_final/17190.png,Mines
753,augmented_final/17191.png,Mines
754,augmented_final/17192.png,Mines
755,augmented_final/17193.png,Mines
756,augmented_final/17194.png,Mines
757,augmented_final/17195.png,Mines
758,augmented_final/17196.png,Mines
759,augmented_final/17197.png,Mines
760,augmented_final/17198.png,Mines
761,augmented_final/17199.png,Mines
762,augmented_final/17200.png,Mines
763,augmented_final/17201.png,Mines
764,augmented_final/17202.png,Mines
765,augmented_final/17203.png,Mines
766,augmented_final/17204.png,Mines
767,augmented_final/17205.png,Mines
768,augmented_final/17206.png,Mines
769,augmented_final/17207.png,Mines
770,augmented_final/17208.png,Mines
771,augmented_final/17209.png,Mines
772,augmented_final/17210.png,Mines
773,augmented_final/17211.png,Mines
774,augmented_final/17212.png,Mines
775,augmented_final/17213.png,Mines
776,augmented_final/17214.png,Mines
777,augmented_final/17215.png,Mines
778,augmented_final/17216.png,Mines
779,augmented_final/17217.png,Mines
780,augmented_final/17218.png,Mines
781,augmented_final/17219.png,Mines
782,augmented_final/17220.png,Mines
783,augmented_final/17221.png,Mines
784,augmented_final/17222.png,Mines
785,augmented_final/17223.png,Mines
786,augmented_final/17224.png,Mines
787,augmented_final/17225.png,Mines
788,augmented_final/17226.png,Mines
789,augmented_final/17227.png,Mines
790,augmented_final/17228.png,Mines
791,augmented_final/17229.png,Mines
792,augmented_final/17230.png,Mines
793,augmented_final/17231.png,Mines
794,augmented_final/17232.png,Mines
795,augmented_final/17233.png,Mines
796,augmented_final/17234.png,Mines
797,augmented_final/17235.png,Mines
798,augmented_final/17236.png,Mines
799,augmented_final/17237.png,Mines
800,augmented_final/17238.png,Mines
801,augmented_final/17239.png,Mines
802,augmented_final/17240.png,Mines
803,augmented_final/17241.png,Mines
804,augmented_final/17242.png,Mines
805,augmented_final/17243.png,Mines
806,augmented_final/17244.png,Mines
807,augmented_final/17245.png,Mines
808,augmented_final/17246.png,Mines
809,augmented_final/17247.png,Mines
810,augmented_final/17248.png,Mines
811,augmented_final/17249.png,Mines
812,augmented_final/17250.png,Mines
813,augmented_final/17251.png,Mines
814,augmented_final/17252.png,Mines
815,augmented_final/17253.png,Mines
816,augmented_final/17254.png,Mines
817,augmented_final/17255.png,Mines
818,augmented_final/17256.png,Mines
819,augmented_final/17257.png,Mines
820,augmented_final/17258.png,Mines
821,augmented_final/17259.png,Mines
