Image_Folder,Label
samples/train_images/45.00597859_-95.41153314.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/40.490449_-84.87592.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.12896_-93.80755.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.46129919_-77.88262897.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.116298_-93.879665.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.57672694_-96.28015783.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/37.4097368047_-120.864298077.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.56927029_-95.50087318.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/46.72643521_-95.65522902.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.73231918_-77.44187181.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.41759_-92.60141.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.72313281_-94.36263507.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/37.0630509274_-120.344197667.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/36.3411865382_-119.485475856.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.88414589_-94.76758111.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.80994696_-93.91529395.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/36.0604509999_-119.227893.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/41.573057_-86.659164.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.87279237_-93.8988447.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.59432_-92.46818.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.93414218_-96.49484912.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.37117827_-96.06686856.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.70109786_-94.4417852.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.57072617_-94.75735824.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/40.5725144428_-124.223175276.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/38.630093_-86.38376.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/38.3390320647_-122.877247082.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.06829131_-78.01485721.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/42.69912_-84.47418.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.04976989_-80.5326718.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.07843896_-92.11106218.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.3622113_-77.80647055.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.15121965_-92.7200157.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/38.1794619_-75.7862612.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.989384_-93.36559058.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.58648_-92.19813.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.13004285_-91.79202466.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/40.048413_-87.186574.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.27135472_-92.82118633.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/38.481253_-86.811744.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.70465667_-94.23977537.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.77107_-94.35145.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/38.7991763_-75.7627099.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.12910217_-95.1061393.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.955845_-94.45551.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.02527072_-95.96708238.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/34.72433_-85.67485.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.7298_-94.12176.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/38.7513057_-75.7860287.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/38.2029699859435_-75.4418992328495.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.925291_-94.037915.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/46.09854334_-94.99385395.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.34903571_-95.09857997.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/34.86622199_-78.33605041.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.38299951_-94.69568016.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.71257215_-94.24867722.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.89878461_-94.11007248.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.64510923_-95.13488566.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.61274235_-96.2719975.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/40.438415_-86.491146.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.2125_-84.729185.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.80888347_-94.91728.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.48637_-94.49892.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/40.66062_-85.600576.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.50714642_-95.99331921.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.65489_-91.8871.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/41.003465_-85.854067.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/46.11959909_-94.86409667.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.60353888_-95.08779455.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/38.6992227_-75.9234733.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.66390173_-96.44806689.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/36.3082640366_-119.490675008.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.08488377_-78.39819454.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/36.1112580746_-119.48637034.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/37.3419729996_-120.798228.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.96866183_-94.8205083.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.1992596111249_-94.3841788841268.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/41.621363_-85.670464.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.87947501_-95.65783708.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.95702023_-94.53099157.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.01546712_-77.92033815.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.13148364_-77.59699199.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.08037537_-95.24991637.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.73573_-96.42862.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.0721794_-91.9569917.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.44862276_-94.89068564.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.79058166_-94.35735793.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/41.134656_-86.009331.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.983214_-94.140069.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.39474_-94.27573.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.39919_-96.24817.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.73900471_-94.68840013.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.71798284_-94.71986941.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.10566978_-92.87067331.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.36305618_-94.27610779.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.12446734_-95.13581888.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.051987_-94.125249.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.50212078_-95.75157675.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/38.592778_-86.93336.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.47762552_-94.9085559.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.091213_-95.64454032.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.041161_-94.797214.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.34627708_-94.35450124.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.42965_-94.55084.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.34127814_-92.63095578.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.01451806_-92.0900063.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.89023642_-95.23149638.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.7633255_-94.71978043.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.893357_-93.796804.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/31.445257_-86.072048.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.73968_-93.68068.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.76956773_-80.13479358.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.1703331_-78.40177481.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.53563_-91.499725.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.06882786_-77.95999497.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.51724391_-77.922595.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.69529203_-94.70962056.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.75209_-91.55773.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.37281832_-94.38933274.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.03025449_-78.38420232.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.38912209_-94.36704804.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.27435_-94.04447.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.52510993_-77.18557118.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.27067423_-94.24070522.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/37.4128449997_-120.814298.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/47.46049_-95.88038.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.72798_-94.85818.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.45854132_-95.72437708.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.50080246_-91.40622294.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.200455_-93.560046.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/38.4471240671546_-75.6987713790664.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.614321_-95.307608.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.70351_-95.85675.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.601083_-95.063241.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.82385607_-81.3669738.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.25618_-95.37603.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/46.87920595_-95.43334656.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/40.16163_-85.995795.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.89745249_-93.74748235.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/38.76748_-93.551641.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.90622289_-92.96127706.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.78504784_-96.2713372.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.37218_-94.95056.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.66034445_-95.0453661.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.67352_-95.52856.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.88647019_-80.88393849.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.1556085_-84.747405.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.72603623_-95.22439688.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/34.68504736_-78.7145907.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/37.8717910004_-121.055835.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.7485328_-96.29908517.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.66228827_-95.0353084.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.44049486_-96.28276477.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/38.324201_-121.418791.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.43662075_-80.26484548.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.76870293_-94.20418655.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.95939_-92.91076.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.70153_-96.21721.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.458608_-92.78117919.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.84532491_-92.19737603.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.71978108_-94.91260473.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.87687356_-95.93626721.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.490818_-86.009497.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.98429987_-94.08405583.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.08508311_-94.57546677.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/40.912933_-85.992166.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/46.22090264_-95.72276153.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.1299683_-78.57625632.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.53810811_-91.83574844.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.92378_-91.44891.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/40.35109748_-86.11861947.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.41769254_-93.07811297.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.443663_-93.720879.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/40.810927_-86.200475.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.9598974692235_-94.5643310674915.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.40811_-94.49649.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.56996238_-94.5505058.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.08147399_-92.78160306.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.036827_-95.510112.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/39.335732_-85.577175.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.75521553_-94.87875066.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.08807_-89.01144.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.978923_-96.381647.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.67243124_-95.42042235.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/48.98639472_-96.89470671.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.77195_-95.2321.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/46.04858_-95.523.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/46.034225_-95.2294965.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.45804559_-94.73507642.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.03628_-92.2639.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.60059_-91.5525.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.03363517_-77.91783985.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.1074317_-92.18419334.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/33.332193_-85.710277.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.65475935_-94.76099022.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/46.99593204_-95.87894147.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.6875198_-94.40379728.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/40.357041_-85.885162.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.00846859_-95.79402871.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/34.92881634_-78.35915702.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/37.4254459998_-120.905867.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.295815_-85.90442.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.36062616_-78.8725646.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.30619_-94.6353.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/34.806667_-85.664167.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.60237_-91.65977.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.06364_-96.24547.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.59254751_-96.37129754.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.04346878_-93.5642784.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.81454_-94.77394.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/36.0453981721_-119.20046787.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.682046_-92.243082.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.21871247_-93.21010194.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/34.315_-86.085.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/34.83041852_-78.12700233.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.46813205_-94.82375637.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.42609033_-94.47166731.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.84840839_-94.21556551.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.19429223_-78.55858831.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.19851572_-94.54682345.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.39775_-92.49481.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.81547244_-91.54121444.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.52855968_-95.16007443.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.550357_-94.96224419.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/42.8873_-86.0679.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.80349719_-95.37245213.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.28049_-95.23877.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.38732742_-94.20711964.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.53110154_-92.9193648.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.42144_-94.49988.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.61719458_-95.15623386.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.68940474_-96.26944503.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.72153117_-96.27327747.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.12661783_-91.96588622.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.03621034_-94.49057828.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.82382342_-95.00413137.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.06334502_-78.13144369.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/46.25218929_-94.67188947.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.68895682_-94.28759519.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.20223_-92.24928.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/31.76843_-86.31515.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/40.44176_-85.197536.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/38.2385020029_-122.745500616.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.42588528_-94.78660356.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/34.81578388_-78.27807561.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.94615759_-94.49096459.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.529831_-94.183718.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.78649863_-93.24415026.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.54455_-92.46795.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.53553341_-79.49152489.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.180014_-95.175004.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.94000957_-94.83657525.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.52864621_-94.70374859.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/35.06954732_-78.53084324.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/47.3103757_-95.7437777.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/46.39168_-95.30356.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.50039736_-94.80889223.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.85678_-96.37741.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/43.69289856_-91.31391541.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/45.97522_-94.62485.png,"[1, 0, 0, 0, 0, 0, 0]"
samples/train_images/44.33629124_-93.14426742.png,"[1, 0, 0, 0, 0, 0, 0]"
