Unnamed: 0,Image_Folder,Type
105,augmented_final/20837.png,Negative
106,augmented_final/20838.png,Negative
107,augmented_final/20839.png,Negative
108,augmented_final/20840.png,Negative
109,augmented_final/20841.png,Negative
110,augmented_final/20842.png,Negative
111,augmented_final/20843.png,Negative
112,augmented_final/20844.png,Negative
113,augmented_final/20845.png,Negative
114,augmented_final/20846.png,Negative
115,augmented_final/20847.png,Negative
116,augmented_final/20848.png,Negative
117,augmented_final/20849.png,Negative
118,augmented_final/20850.png,Negative
119,augmented_final/20851.png,Negative
120,augmented_final/20852.png,Negative
121,augmented_final/20853.png,Negative
122,augmented_final/20854.png,Negative
123,augmented_final/20855.png,Negative
124,augmented_final/20856.png,Negative
125,augmented_final/20857.png,Negative
126,augmented_final/20858.png,Negative
127,augmented_final/20859.png,Negative
128,augmented_final/20860.png,Negative
129,augmented_final/20861.png,Negative
130,augmented_final/20862.png,Negative
131,augmented_final/20863.png,Negative
132,augmented_final/20864.png,Negative
133,augmented_final/20865.png,Negative
134,augmented_final/20866.png,Negative
135,augmented_final/20867.png,Negative
136,augmented_final/20868.png,Negative
137,augmented_final/20869.png,Negative
138,augmented_final/20870.png,Negative
139,augmented_final/20871.png,Negative
140,augmented_final/20872.png,Negative
141,augmented_final/20873.png,Negative
142,augmented_final/20874.png,Negative
143,augmented_final/20875.png,Negative
144,augmented_final/20876.png,Negative
145,augmented_final/20877.png,Negative
146,augmented_final/20878.png,Negative
147,augmented_final/20879.png,Negative
148,augmented_final/20880.png,Negative
149,augmented_final/20881.png,Negative
150,augmented_final/20882.png,Negative
151,augmented_final/20883.png,Negative
152,augmented_final/20884.png,Negative
153,augmented_final/20885.png,Negative
154,augmented_final/20886.png,Negative
155,augmented_final/20887.png,Negative
156,augmented_final/20888.png,Negative
157,augmented_final/20889.png,Negative
158,augmented_final/20890.png,Negative
159,augmented_final/20891.png,Negative
160,augmented_final/20892.png,Negative
161,augmented_final/20893.png,Negative
162,augmented_final/20894.png,Negative
163,augmented_final/20895.png,Negative
164,augmented_final/20896.png,Negative
165,augmented_final/20897.png,Negative
166,augmented_final/20898.png,Negative
167,augmented_final/20899.png,Negative
168,augmented_final/20900.png,Negative
169,augmented_final/20901.png,Negative
170,augmented_final/20902.png,Negative
171,augmented_final/20903.png,Negative
172,augmented_final/20904.png,Negative
173,augmented_final/20905.png,Negative
174,augmented_final/20906.png,Negative
175,augmented_final/20907.png,Negative
176,augmented_final/20908.png,Negative
177,augmented_final/20909.png,Negative
178,augmented_final/20910.png,Negative
179,augmented_final/20911.png,Negative
180,augmented_final/20912.png,Negative
181,augmented_final/20913.png,Negative
182,augmented_final/20914.png,Negative
183,augmented_final/20915.png,Negative
184,augmented_final/20916.png,Negative
185,augmented_final/20917.png,Negative
186,augmented_final/20918.png,Negative
187,augmented_final/20919.png,Negative
188,augmented_final/20920.png,Negative
189,augmented_final/20921.png,Negative
190,augmented_final/20922.png,Negative
191,augmented_final/20923.png,Negative
192,augmented_final/20924.png,Negative
193,augmented_final/20925.png,Negative
194,augmented_final/20926.png,Negative
195,augmented_final/20927.png,Negative
196,augmented_final/20928.png,Negative
197,augmented_final/20929.png,Negative
198,augmented_final/20930.png,Negative
199,augmented_final/20931.png,Negative
200,augmented_final/20932.png,Negative
201,augmented_final/20933.png,Negative
202,augmented_final/20934.png,Negative
203,augmented_final/20935.png,Negative
204,augmented_final/20936.png,Negative
205,augmented_final/20937.png,Negative
206,augmented_final/20938.png,Negative
207,augmented_final/20939.png,Negative
208,augmented_final/20940.png,Negative
209,augmented_final/20941.png,Negative
210,augmented_final/20942.png,Negative
211,augmented_final/20943.png,Negative
212,augmented_final/20944.png,Negative
213,augmented_final/20945.png,Negative
214,augmented_final/20946.png,Negative
215,augmented_final/20947.png,Negative
216,augmented_final/20948.png,Negative
217,augmented_final/20949.png,Negative
218,augmented_final/20950.png,Negative
219,augmented_final/20951.png,Negative
220,augmented_final/20952.png,Negative
221,augmented_final/20953.png,Negative
222,augmented_final/20954.png,Negative
223,augmented_final/20955.png,Negative
224,augmented_final/20956.png,Negative
225,augmented_final/20957.png,Negative
226,augmented_final/20958.png,Negative
227,augmented_final/20959.png,Negative
228,augmented_final/20960.png,Negative
229,augmented_final/20961.png,Negative
230,augmented_final/20962.png,Negative
231,augmented_final/20963.png,Negative
232,augmented_final/20964.png,Negative
233,augmented_final/20965.png,Negative
234,augmented_final/20966.png,Negative
235,augmented_final/20967.png,Negative
236,augmented_final/20968.png,Negative
237,augmented_final/20969.png,Negative
238,augmented_final/20970.png,Negative
239,augmented_final/20971.png,Negative
240,augmented_final/20972.png,Negative
241,augmented_final/20973.png,Negative
242,augmented_final/20974.png,Negative
243,augmented_final/20975.png,Negative
244,augmented_final/20976.png,Negative
245,augmented_final/20977.png,Negative
246,augmented_final/20978.png,Negative
247,augmented_final/20979.png,Negative
248,augmented_final/20980.png,Negative
249,augmented_final/20981.png,Negative
250,augmented_final/20982.png,Negative
251,augmented_final/20983.png,Negative
252,augmented_final/20984.png,Negative
253,augmented_final/20985.png,Negative
254,augmented_final/20986.png,Negative
255,augmented_final/20987.png,Negative
256,augmented_final/20988.png,Negative
257,augmented_final/20989.png,Negative
258,augmented_final/20990.png,Negative
259,augmented_final/20991.png,Negative
260,augmented_final/20992.png,Negative
261,augmented_final/20993.png,Negative
262,augmented_final/20994.png,Negative
263,augmented_final/20995.png,Negative
264,augmented_final/20996.png,Negative
265,augmented_final/20997.png,Negative
266,augmented_final/20998.png,Negative
267,augmented_final/20999.png,Negative
268,augmented_final/21000.png,Negative
269,augmented_final/21001.png,Negative
270,augmented_final/21002.png,Negative
271,augmented_final/21003.png,Negative
272,augmented_final/21004.png,Negative
273,augmented_final/21005.png,Negative
274,augmented_final/21006.png,Negative
275,augmented_final/21007.png,Negative
276,augmented_final/21008.png,Negative
277,augmented_final/21009.png,Negative
278,augmented_final/21010.png,Negative
279,augmented_final/21011.png,Negative
280,augmented_final/21012.png,Negative
281,augmented_final/21013.png,Negative
282,augmented_final/21014.png,Negative
283,augmented_final/21015.png,Negative
284,augmented_final/21016.png,Negative
285,augmented_final/21017.png,Negative
286,augmented_final/21018.png,Negative
287,augmented_final/21019.png,Negative
288,augmented_final/21020.png,Negative
289,augmented_final/21021.png,Negative
290,augmented_final/21022.png,Negative
291,augmented_final/21023.png,Negative
292,augmented_final/21024.png,Negative
293,augmented_final/21025.png,Negative
294,augmented_final/21026.png,Negative
295,augmented_final/21027.png,Negative
296,augmented_final/21028.png,Negative
297,augmented_final/21029.png,Negative
298,augmented_final/21030.png,Negative
299,augmented_final/21031.png,Negative
300,augmented_final/21032.png,Negative
301,augmented_final/21033.png,Negative
302,augmented_final/21034.png,Negative
303,augmented_final/21035.png,Negative
304,augmented_final/21036.png,Negative
305,augmented_final/21037.png,Negative
306,augmented_final/21038.png,Negative
307,augmented_final/21039.png,Negative
308,augmented_final/21040.png,Negative
309,augmented_final/21041.png,Negative
310,augmented_final/21042.png,Negative
311,augmented_final/21043.png,Negative
312,augmented_final/21044.png,Negative
313,augmented_final/21045.png,Negative
314,augmented_final/21046.png,Negative
315,augmented_final/21047.png,Negative
316,augmented_final/21048.png,Negative
317,augmented_final/21049.png,Negative
318,augmented_final/21050.png,Negative
319,augmented_final/21051.png,Negative
320,augmented_final/21052.png,Negative
321,augmented_final/21053.png,Negative
322,augmented_final/21054.png,Negative
323,augmented_final/21055.png,Negative
324,augmented_final/21056.png,Negative
325,augmented_final/21057.png,Negative
326,augmented_final/21058.png,Negative
327,augmented_final/21059.png,Negative
328,augmented_final/21060.png,Negative
329,augmented_final/21061.png,Negative
330,augmented_final/21062.png,Negative
331,augmented_final/21063.png,Negative
332,augmented_final/21064.png,Negative
333,augmented_final/21065.png,Negative
334,augmented_final/21066.png,Negative
335,augmented_final/21067.png,Negative
336,augmented_final/21068.png,Negative
337,augmented_final/21069.png,Negative
338,augmented_final/21070.png,Negative
339,augmented_final/21071.png,Negative
340,augmented_final/21072.png,Negative
341,augmented_final/21073.png,Negative
342,augmented_final/21074.png,Negative
343,augmented_final/21075.png,Negative
344,augmented_final/21076.png,Negative
345,augmented_final/21077.png,Negative
346,augmented_final/21078.png,Negative
347,augmented_final/21079.png,Negative
348,augmented_final/21080.png,Negative
349,augmented_final/21081.png,Negative
350,augmented_final/21082.png,Negative
351,augmented_final/21083.png,Negative
352,augmented_final/21084.png,Negative
353,augmented_final/21085.png,Negative
354,augmented_final/21086.png,Negative
355,augmented_final/21087.png,Negative
356,augmented_final/21088.png,Negative
357,augmented_final/21089.png,Negative
358,augmented_final/21090.png,Negative
359,augmented_final/21091.png,Negative
360,augmented_final/21092.png,Negative
361,augmented_final/21093.png,Negative
362,augmented_final/21094.png,Negative
363,augmented_final/21095.png,Negative
364,augmented_final/21096.png,Negative
365,augmented_final/21097.png,Negative
366,augmented_final/21098.png,Negative
367,augmented_final/21099.png,Negative
368,augmented_final/21100.png,Negative
369,augmented_final/21101.png,Negative
370,augmented_final/21102.png,Negative
371,augmented_final/21103.png,Negative
372,augmented_final/21104.png,Negative
373,augmented_final/21105.png,Negative
374,augmented_final/21106.png,Negative
375,augmented_final/21107.png,Negative
376,augmented_final/21108.png,Negative
377,augmented_final/21109.png,Negative
378,augmented_final/21110.png,Negative
379,augmented_final/21111.png,Negative
380,augmented_final/21112.png,Negative
381,augmented_final/21113.png,Negative
382,augmented_final/21114.png,Negative
383,augmented_final/21115.png,Negative
384,augmented_final/21116.png,Negative
385,augmented_final/21117.png,Negative
386,augmented_final/21118.png,Negative
387,augmented_final/21119.png,Negative
388,augmented_final/21120.png,Negative
389,augmented_final/21121.png,Negative
390,augmented_final/21122.png,Negative
391,augmented_final/21123.png,Negative
392,augmented_final/21124.png,Negative
393,augmented_final/21125.png,Negative
394,augmented_final/21126.png,Negative
395,augmented_final/21127.png,Negative
396,augmented_final/21128.png,Negative
397,augmented_final/21129.png,Negative
398,augmented_final/21130.png,Negative
399,augmented_final/21131.png,Negative
400,augmented_final/21132.png,Negative
401,augmented_final/21133.png,Negative
402,augmented_final/21134.png,Negative
403,augmented_final/21135.png,Negative
404,augmented_final/21136.png,Negative
405,augmented_final/21137.png,Negative
406,augmented_final/21138.png,Negative
407,augmented_final/21139.png,Negative
408,augmented_final/21140.png,Negative
409,augmented_final/21141.png,Negative
410,augmented_final/21142.png,Negative
411,augmented_final/21143.png,Negative
412,augmented_final/21144.png,Negative
413,augmented_final/21145.png,Negative
414,augmented_final/21146.png,Negative
415,augmented_final/21147.png,Negative
416,augmented_final/21148.png,Negative
417,augmented_final/21149.png,Negative
418,augmented_final/21150.png,Negative
419,augmented_final/21151.png,Negative
420,augmented_final/21152.png,Negative
421,augmented_final/21153.png,Negative
422,augmented_final/21154.png,Negative
423,augmented_final/21155.png,Negative
424,augmented_final/21156.png,Negative
425,augmented_final/21157.png,Negative
426,augmented_final/21158.png,Negative
427,augmented_final/21159.png,Negative
428,augmented_final/21160.png,Negative
429,augmented_final/21161.png,Negative
430,augmented_final/21162.png,Negative
431,augmented_final/21163.png,Negative
432,augmented_final/21164.png,Negative
433,augmented_final/21165.png,Negative
434,augmented_final/21166.png,Negative
435,augmented_final/21167.png,Negative
436,augmented_final/21168.png,Negative
437,augmented_final/21169.png,Negative
438,augmented_final/21170.png,Negative
439,augmented_final/21171.png,Negative
440,augmented_final/21172.png,Negative
441,augmented_final/21173.png,Negative
442,augmented_final/21174.png,Negative
443,augmented_final/21175.png,Negative
444,augmented_final/21176.png,Negative
445,augmented_final/21177.png,Negative
446,augmented_final/21178.png,Negative
447,augmented_final/21179.png,Negative
448,augmented_final/21180.png,Negative
449,augmented_final/21181.png,Negative
450,augmented_final/21182.png,Negative
451,augmented_final/21183.png,Negative
452,augmented_final/21184.png,Negative
453,augmented_final/21185.png,Negative
454,augmented_final/21186.png,Negative
455,augmented_final/21187.png,Negative
456,augmented_final/21188.png,Negative
457,augmented_final/21189.png,Negative
458,augmented_final/21190.png,Negative
459,augmented_final/21191.png,Negative
460,augmented_final/21192.png,Negative
461,augmented_final/21193.png,Negative
462,augmented_final/21194.png,Negative
463,augmented_final/21195.png,Negative
464,augmented_final/21196.png,Negative
465,augmented_final/21197.png,Negative
466,augmented_final/21198.png,Negative
467,augmented_final/21199.png,Negative
468,augmented_final/21200.png,Negative
469,augmented_final/21201.png,Negative
470,augmented_final/21202.png,Negative
471,augmented_final/21203.png,Negative
472,augmented_final/21204.png,Negative
473,augmented_final/21205.png,Negative
474,augmented_final/21206.png,Negative
475,augmented_final/21207.png,Negative
476,augmented_final/21208.png,Negative
477,augmented_final/21209.png,Negative
478,augmented_final/21210.png,Negative
479,augmented_final/21211.png,Negative
480,augmented_final/21212.png,Negative
481,augmented_final/21213.png,Negative
482,augmented_final/21214.png,Negative
483,augmented_final/21215.png,Negative
484,augmented_final/21216.png,Negative
485,augmented_final/21217.png,Negative
486,augmented_final/21218.png,Negative
487,augmented_final/21219.png,Negative
488,augmented_final/21220.png,Negative
489,augmented_final/21221.png,Negative
490,augmented_final/21222.png,Negative
491,augmented_final/21223.png,Negative
492,augmented_final/21224.png,Negative
493,augmented_final/21225.png,Negative
494,augmented_final/21226.png,Negative
495,augmented_final/21227.png,Negative
496,augmented_final/21228.png,Negative
497,augmented_final/21229.png,Negative
498,augmented_final/21230.png,Negative
499,augmented_final/21231.png,Negative
500,augmented_final/21232.png,Negative
501,augmented_final/21233.png,Negative
502,augmented_final/21234.png,Negative
503,augmented_final/21235.png,Negative
504,augmented_final/21236.png,Negative
505,augmented_final/21237.png,Negative
506,augmented_final/21238.png,Negative
507,augmented_final/21239.png,Negative
508,augmented_final/21240.png,Negative
509,augmented_final/21241.png,Negative
510,augmented_final/21242.png,Negative
511,augmented_final/21243.png,Negative
512,augmented_final/21244.png,Negative
513,augmented_final/21245.png,Negative
514,augmented_final/21246.png,Negative
515,augmented_final/21247.png,Negative
516,augmented_final/21248.png,Negative
517,augmented_final/21249.png,Negative
518,augmented_final/21250.png,Negative
519,augmented_final/21251.png,Negative
520,augmented_final/21252.png,Negative
521,augmented_final/21253.png,Negative
522,augmented_final/21254.png,Negative
523,augmented_final/21255.png,Negative
524,augmented_final/21256.png,Negative
525,augmented_final/21257.png,Negative
526,augmented_final/21258.png,Negative
527,augmented_final/21259.png,Negative
528,augmented_final/21260.png,Negative
529,augmented_final/21261.png,Negative
530,augmented_final/21262.png,Negative
531,augmented_final/21263.png,Negative
532,augmented_final/21264.png,Negative
533,augmented_final/21265.png,Negative
534,augmented_final/21266.png,Negative
535,augmented_final/21267.png,Negative
536,augmented_final/21268.png,Negative
537,augmented_final/21269.png,Negative
538,augmented_final/21270.png,Negative
539,augmented_final/21271.png,Negative
540,augmented_final/21272.png,Negative
541,augmented_final/21273.png,Negative
542,augmented_final/21274.png,Negative
543,augmented_final/21275.png,Negative
544,augmented_final/21276.png,Negative
545,augmented_final/21277.png,Negative
546,augmented_final/21278.png,Negative
547,augmented_final/21279.png,Negative
548,augmented_final/21280.png,Negative
549,augmented_final/21281.png,Negative
550,augmented_final/21282.png,Negative
551,augmented_final/21283.png,Negative
552,augmented_final/21284.png,Negative
553,augmented_final/21285.png,Negative
554,augmented_final/21286.png,Negative
555,augmented_final/21287.png,Negative
556,augmented_final/21288.png,Negative
557,augmented_final/21289.png,Negative
558,augmented_final/21290.png,Negative
559,augmented_final/21291.png,Negative
560,augmented_final/21292.png,Negative
561,augmented_final/21293.png,Negative
562,augmented_final/21294.png,Negative
563,augmented_final/21295.png,Negative
564,augmented_final/21296.png,Negative
565,augmented_final/21297.png,Negative
566,augmented_final/21298.png,Negative
567,augmented_final/21299.png,Negative
568,augmented_final/21300.png,Negative
569,augmented_final/21301.png,Negative
570,augmented_final/21302.png,Negative
571,augmented_final/21303.png,Negative
572,augmented_final/21304.png,Negative
573,augmented_final/21305.png,Negative
574,augmented_final/21306.png,Negative
575,augmented_final/21307.png,Negative
576,augmented_final/21308.png,Negative
577,augmented_final/21309.png,Negative
578,augmented_final/21310.png,Negative
579,augmented_final/21311.png,Negative
580,augmented_final/21312.png,Negative
581,augmented_final/21313.png,Negative
582,augmented_final/21314.png,Negative
583,augmented_final/21315.png,Negative
584,augmented_final/21316.png,Negative
585,augmented_final/21317.png,Negative
586,augmented_final/21318.png,Negative
587,augmented_final/21319.png,Negative
588,augmented_final/21320.png,Negative
589,augmented_final/21321.png,Negative
590,augmented_final/21322.png,Negative
591,augmented_final/21323.png,Negative
592,augmented_final/21324.png,Negative
593,augmented_final/21325.png,Negative
594,augmented_final/21326.png,Negative
595,augmented_final/21327.png,Negative
596,augmented_final/21328.png,Negative
597,augmented_final/21329.png,Negative
598,augmented_final/21330.png,Negative
599,augmented_final/21331.png,Negative
600,augmented_final/21332.png,Negative
601,augmented_final/21333.png,Negative
602,augmented_final/21334.png,Negative
603,augmented_final/21335.png,Negative
604,augmented_final/21336.png,Negative
605,augmented_final/21337.png,Negative
606,augmented_final/21338.png,Negative
607,augmented_final/21339.png,Negative
608,augmented_final/21340.png,Negative
609,augmented_final/21341.png,Negative
610,augmented_final/21342.png,Negative
611,augmented_final/21343.png,Negative
612,augmented_final/21344.png,Negative
613,augmented_final/21345.png,Negative
614,augmented_final/21346.png,Negative
615,augmented_final/21347.png,Negative
616,augmented_final/21348.png,Negative
617,augmented_final/21349.png,Negative
618,augmented_final/21350.png,Negative
619,augmented_final/21351.png,Negative
620,augmented_final/21352.png,Negative
621,augmented_final/21353.png,Negative
622,augmented_final/21354.png,Negative
623,augmented_final/21355.png,Negative
624,augmented_final/21356.png,Negative
625,augmented_final/21357.png,Negative
626,augmented_final/21358.png,Negative
627,augmented_final/21359.png,Negative
628,augmented_final/21360.png,Negative
629,augmented_final/21361.png,Negative
630,augmented_final/21362.png,Negative
631,augmented_final/21363.png,Negative
632,augmented_final/21364.png,Negative
633,augmented_final/21365.png,Negative
634,augmented_final/21366.png,Negative
635,augmented_final/21367.png,Negative
636,augmented_final/21368.png,Negative
637,augmented_final/21369.png,Negative
638,augmented_final/21370.png,Negative
639,augmented_final/21371.png,Negative
640,augmented_final/21372.png,Negative
641,augmented_final/21373.png,Negative
642,augmented_final/21374.png,Negative
643,augmented_final/21375.png,Negative
644,augmented_final/21376.png,Negative
645,augmented_final/21377.png,Negative
646,augmented_final/21378.png,Negative
647,augmented_final/21379.png,Negative
648,augmented_final/21380.png,Negative
649,augmented_final/21381.png,Negative
650,augmented_final/21382.png,Negative
651,augmented_final/21383.png,Negative
652,augmented_final/21384.png,Negative
653,augmented_final/21385.png,Negative
654,augmented_final/21386.png,Negative
655,augmented_final/21387.png,Negative
656,augmented_final/21388.png,Negative
657,augmented_final/21389.png,Negative
658,augmented_final/21390.png,Negative
659,augmented_final/21391.png,Negative
660,augmented_final/21392.png,Negative
661,augmented_final/21393.png,Negative
662,augmented_final/21394.png,Negative
663,augmented_final/21395.png,Negative
664,augmented_final/21396.png,Negative
665,augmented_final/21397.png,Negative
666,augmented_final/21398.png,Negative
667,augmented_final/21399.png,Negative
668,augmented_final/21400.png,Negative
669,augmented_final/21401.png,Negative
670,augmented_final/21402.png,Negative
671,augmented_final/21403.png,Negative
672,augmented_final/21404.png,Negative
673,augmented_final/21405.png,Negative
674,augmented_final/21406.png,Negative
675,augmented_final/21407.png,Negative
676,augmented_final/21408.png,Negative
677,augmented_final/21409.png,Negative
678,augmented_final/21410.png,Negative
679,augmented_final/21411.png,Negative
680,augmented_final/21412.png,Negative
681,augmented_final/21413.png,Negative
682,augmented_final/21414.png,Negative
683,augmented_final/21415.png,Negative
684,augmented_final/21416.png,Negative
685,augmented_final/21417.png,Negative
686,augmented_final/21418.png,Negative
687,augmented_final/21419.png,Negative
688,augmented_final/21420.png,Negative
689,augmented_final/21421.png,Negative
690,augmented_final/21422.png,Negative
691,augmented_final/21423.png,Negative
692,augmented_final/21424.png,Negative
693,augmented_final/21425.png,Negative
694,augmented_final/21426.png,Negative
695,augmented_final/21427.png,Negative
696,augmented_final/21428.png,Negative
697,augmented_final/21429.png,Negative
698,augmented_final/21430.png,Negative
699,augmented_final/21431.png,Negative
700,augmented_final/21432.png,Negative
701,augmented_final/21433.png,Negative
702,augmented_final/21434.png,Negative
703,augmented_final/21435.png,Negative
704,augmented_final/21436.png,Negative
705,augmented_final/21437.png,Negative
706,augmented_final/21438.png,Negative
707,augmented_final/21439.png,Negative
708,augmented_final/21440.png,Negative
709,augmented_final/21441.png,Negative
710,augmented_final/21442.png,Negative
711,augmented_final/21443.png,Negative
712,augmented_final/21444.png,Negative
713,augmented_final/21445.png,Negative
714,augmented_final/21446.png,Negative
715,augmented_final/21447.png,Negative
716,augmented_final/21448.png,Negative
717,augmented_final/21449.png,Negative
718,augmented_final/21450.png,Negative
719,augmented_final/21451.png,Negative
720,augmented_final/21452.png,Negative
721,augmented_final/21453.png,Negative
722,augmented_final/21454.png,Negative
723,augmented_final/21455.png,Negative
724,augmented_final/21456.png,Negative
725,augmented_final/21457.png,Negative
726,augmented_final/21458.png,Negative
727,augmented_final/21459.png,Negative
728,augmented_final/21460.png,Negative
729,augmented_final/21461.png,Negative
730,augmented_final/21462.png,Negative
731,augmented_final/21463.png,Negative
732,augmented_final/21464.png,Negative
733,augmented_final/21465.png,Negative
734,augmented_final/21466.png,Negative
735,augmented_final/21467.png,Negative
736,augmented_final/21468.png,Negative
737,augmented_final/21469.png,Negative
738,augmented_final/21470.png,Negative
739,augmented_final/21471.png,Negative
740,augmented_final/21472.png,Negative
741,augmented_final/21473.png,Negative
742,augmented_final/21474.png,Negative
743,augmented_final/21475.png,Negative
744,augmented_final/21476.png,Negative
745,augmented_final/21477.png,Negative
746,augmented_final/21478.png,Negative
747,augmented_final/21479.png,Negative
748,augmented_final/21480.png,Negative
749,augmented_final/21481.png,Negative
750,augmented_final/21482.png,Negative
751,augmented_final/21483.png,Negative
752,augmented_final/21484.png,Negative
753,augmented_final/21485.png,Negative
754,augmented_final/21486.png,Negative
755,augmented_final/21487.png,Negative
756,augmented_final/21488.png,Negative
757,augmented_final/21489.png,Negative
758,augmented_final/21490.png,Negative
759,augmented_final/21491.png,Negative
760,augmented_final/21492.png,Negative
761,augmented_final/21493.png,Negative
762,augmented_final/21494.png,Negative
763,augmented_final/21495.png,Negative
764,augmented_final/21496.png,Negative
765,augmented_final/21497.png,Negative
766,augmented_final/21498.png,Negative
767,augmented_final/21499.png,Negative
768,augmented_final/21500.png,Negative
769,augmented_final/21501.png,Negative
770,augmented_final/21502.png,Negative
771,augmented_final/21503.png,Negative
772,augmented_final/21504.png,Negative
773,augmented_final/21505.png,Negative
774,augmented_final/21506.png,Negative
775,augmented_final/21507.png,Negative
776,augmented_final/21508.png,Negative
777,augmented_final/21509.png,Negative
778,augmented_final/21510.png,Negative
779,augmented_final/21511.png,Negative
780,augmented_final/21512.png,Negative
781,augmented_final/21513.png,Negative
782,augmented_final/21514.png,Negative
783,augmented_final/21515.png,Negative
784,augmented_final/21516.png,Negative
785,augmented_final/21517.png,Negative
786,augmented_final/21518.png,Negative
787,augmented_final/21519.png,Negative
788,augmented_final/21520.png,Negative
789,augmented_final/21521.png,Negative
790,augmented_final/21522.png,Negative
791,augmented_final/21523.png,Negative
792,augmented_final/21524.png,Negative
793,augmented_final/21525.png,Negative
794,augmented_final/21526.png,Negative
795,augmented_final/21527.png,Negative
796,augmented_final/21528.png,Negative
797,augmented_final/21529.png,Negative
798,augmented_final/21530.png,Negative
799,augmented_final/21531.png,Negative
800,augmented_final/21532.png,Negative
801,augmented_final/21533.png,Negative
802,augmented_final/21534.png,Negative
803,augmented_final/21535.png,Negative
804,augmented_final/21536.png,Negative
805,augmented_final/21537.png,Negative
806,augmented_final/21538.png,Negative
807,augmented_final/21539.png,Negative
808,augmented_final/21540.png,Negative
809,augmented_final/21541.png,Negative
810,augmented_final/21542.png,Negative
811,augmented_final/21543.png,Negative
812,augmented_final/21544.png,Negative
813,augmented_final/21545.png,Negative
814,augmented_final/21546.png,Negative
815,augmented_final/21547.png,Negative
816,augmented_final/21548.png,Negative
817,augmented_final/21549.png,Negative
818,augmented_final/21550.png,Negative
819,augmented_final/21551.png,Negative
820,augmented_final/21552.png,Negative
